,text
1274,"['swift', 'changeability', 'mind', 'consciousness', 'viññanassa', 'lahuparivattita', 'takes', 'place', 'mere', 'combination', 'mental', 'aggregates', 'variform', 'consciousness', 'protean', 'mind', 'mere', 'combination', 'objects', 'consciousness', 'replete', 'variegation', 'lahuparivattana', 'viññana', 'visesassa', 'sangati', 'matta', 'paccayataya', 'tinnam', 'khandhanam', 'visaya', 'sangatimattataya']"
1275,[]
1276,"['state', 'slow', 'change', 'material', 'form', 'rupassa', 'garu', 'parivattita', 'occurs', 'owing', 'condition', 'sluggishness', 'primaries', 'processes', 'extension', 'cohesion', 'caloricity', 'oscillation', 'symbolized', 'earth', 'water', 'air', 'respectively', 'dandha', 'maha', 'bhuta', 'paccayataya']"
1277,[]
1278,"['tathagata', 'arrived', 'truth', 'traversing', 'ancient', 'road', 'buddhas', 'knowledge', 'different', 'processes', 'according', 'reality', 'yatha', 'bhutam', 'nana', 'dhatu', 'ñanam', 'kho', 'pana', 'tathagatasseva', 'means', 'knowledge', 'tathagata', 'condition', 'prenascence', 'just', 'material', 'phenomenon', 'stated', 'likewise', 'knowledge', 'tathagata', 'condition', 'postnascence', 'stated', 'statement', 'prenascent', 'postnascent', 'conditions', 'idea', 'identity', 'moment', 'occurrence', 'mental', 'material', 'phenomena', 'just', 'fit', 'said', 'commentator', 'elder', 'ananda', 'just', 'according', 'method', 'stated', 'meaning', 'understood', 'tena', 'pure', 'jata', 'paccayo', 'rupa', 'dhammova', 'vutto', 'paccha', 'jata', 'paccaya', 'tathevati', 'ruparupa', 'dhammanam', 'samanakkhanata', 'yujjateva', 'tasma', 'vuttanayenevettha', 'attho', 'veditabboti', 'acariyena', 'vuttam']"
1279,[]
1280,"['matter', 'stated', 'way', 'easy', 'understand', 'simultaneity', 'cessation', 'mind', 'bodily', 'vocal', 'expression', 'tadetam', 'cittanuparivattiya', 'viññattiya', 'eka', 'nirodha', 'bhavassa', 'suviññeyyatta', 'evam', 'vuttam']"
1281,[]
1282,"['meaning', 'understood', 'quite', 'conscious', 'state', 'thoughtunits', 'ceases', 'ceasing', 'material', 'form', 'arisen', 'starting', 'point', 'seventeenth', 'thoughtunit', 'earlier', 'material', 'form', 'expression', 'physical', 'short', 'seventeen', 'thoughtunits', 'arise', 'pass', 'away', 'lifetime', 'material', 'form', 'connected', 'expression', 'tato', 'saviññattikena', 'puretaram', 'sattarasama', 'cittassa', 'uppadakkhane', 'uppannena', 'rupena', 'saddhim', 'aññam', 'cittam', 'nirujjhatiti', 'attho', 'veditabbo']"
1283,[]
1284,"['passage', 'constructed', 'conscious', 'state', 'ceases', 'quite', 'arises', 'conscious', 'states', 'arising', 'ceasing', 'material', 'phenomena', 'different', 'aññam', 'cittam', 'nirujjhati', 'aññam', 'uppajjate', 'cittanti', 'yojetabbam', 'word', 'explanation', 'explanation', 'sense', 'saddakkamo', 'atthakkamo', 'conscious', 'state', 'arisen', 'earlier', 'ceasing', 'ceases', 'just', 'form', 'proximitycondition', 'forth', 'conscious', 'state', 'arising', 'yam', 'purimuppannam', 'cittam', 'tam', 'nirujjhantam', 'aññassa', 'paccha', 'uppajjamanassa', 'anantaradi', 'paccaya', 'bhaveneva', 'nirujjhati', 'conscious', 'state', 'just', 'obtained', 'condition', 'arises', 'yathaladdha', 'paccayameva', 'aññampi', 'uppajjate', 'cittam', 'mind', 'different', 'state', 'reason', 'difference', 'occasion', 'avattha', 'visesato', 'cettha', 'aññatha']"
1285,"['clear', 'comprehension', 'looking', 'straight', 'looking', 'away']"
1286,[]
1287,"['alokite', 'looking', 'straight', 'vilokite', 'looking', 'away', 'looking', 'straight', 'alokitam', 'seeing', 'direction', 'oneself', 'purato', 'pekkhanam', 'looking', 'away', 'vilokitam', 'looking', 'directions', 'anudisa', 'pekkhanam']"
1288,[]
1289,"['kinds', 'seeing', 'way', 'turning', 'eye', 'direction', 'direction', 'beneath', 'direction', 'called', 'looking', 'upwards', 'looking', 'downwards', 'looking', 'backwards', 'taken', 'just', 'looking', 'straight', 'looking', 'away', 'taken', 'way', 'befitting', 'method', 'said', 'taken']"
1290,[]
1291,"['way', 'fitting', 'form', 'suitable', 'recluse']"
1292,[]
1293,"['looking', 'downwards', 'happen', 'actions', 'sweeping', 'plastering', 'floor', 'clay', 'cowdung', 'looking', 'upwards', 'removing', 'cobwebs', 'similar', 'actions', 'looking', 'backwards', 'actions', 'avoiding', 'danger', 'coming', 'said', 'commentator', 'uttered', 'passage', 'beginning', 'words', 'method', 'commentator', 'points', 'statement', 'kind', 'implies', 'expressed', 'elliptical', 'statement']"
1294,[]
1295,"['comprehending', 'purpose', 'looking', 'straight', 'having', 'just', 'looked', 'force', 'thought', 'thought', 'shall', 'look', 'straight', 'arises', 'clear', 'comprehension', 'purpose', 'understood', 'making', 'venerable', 'elder', 'nanda', 'example', 'person', 'perceives', 'experience', 'body', 'kaya', 'sakkhi', 'following', 'stated', 'connection', 'looking', 'straight', 'eastern', 'direction', 'thing', 'nanda', 'looks', 'straight', 'eastern', 'direction', 'having', 'reflected', 'mind', 'covetous', 'griefproducing', 'mean', 'unskillful', 'mental', 'phenomena', 'flow', 'overcome', 'looking', 'eastern', 'direction', 'mindful', 'purposefulness', 'suitability', 'understood', 'just', 'according', 'manner', 'explained', 'connection', 'worshipping', 'relic', 'shrine', 'forth']"
1296,[]
1297,"['venerable', 'elder', 'nanda', 'working', 'insight', 'slid', 'unfavorable', 'state', 'mind', 'beginning', 'boredom', 'regard', 'holy', 'life', 'aware', 'state', 'mind', 'stirred', 'himself', 'saying', 'shall', 'restrain', 'myself', 'having', 'energetic', 'conscientious', 'regarding', 'guardedness', 'doors', 'controlling', 'faculties', 'sense', 'reached', 'state', 'great', 'perfection', 'selfrestraint', 'fulfillment', 'duties', 'reason', 'perfection', 'master', 'placed', 'position', 'preeminence', 'regard', 'controlling', 'faculty', 'restraint', 'words', 'nanda', 'bhikkhus', 'chief', 'disciples', 'endowed', 'controlling', 'faculty', 'restraint']"
1298,[]
1299,"['clear', 'comprehension', 'resort', 'just', 'keeping', 'course', 'meditation', 'looking', 'straight', 'looking', 'away', 'just', 'according', 'persons', 'meditation', 'aggregates', 'processes', 'bases', 'contemplationdevice', 'forth', 'thought', 'meditation', 'uppermost', 'mind']"
1300,[]
1301,"['said', 'certainly', 'self', 'soul', 'looks', 'straight', 'looks', 'away', 'arising', 'thought', 'shall', 'look', 'straight', 'thought', 'process', 'oscillation', 'vayo', 'dhatu', 'originating', 'mind', 'citta', 'samutthana', 'bringing', 'bodily', 'expression', 'viññatti', 'arises', 'owing', 'diffusion', 'process', 'oscillation', 'born', 'mental', 'activity', 'cittakiriyavayodhatu', 'vipphara', 'lower', 'eyelid', 'goes', 'upper', 'eyelid', 'goes', 'surely', 'opens', 'contrivance']"
1302,[]
1303,"['eyeconsciousness', 'arises', 'fulfilling', 'function', 'sight', 'tato', 'cakkhu', 'viññanam', 'dassana', 'kiccam', 'sadhentam', 'uppajjati', 'said', 'clear', 'comprehension', 'kind', 'called', 'clear', 'comprehension', 'nondelusion', 'evam', 'sampajananam', 'panettha', 'asammoha', 'sampajaññam', 'nama', 'clear', 'comprehension', 'nondelusion', 'understood', 'accurate', 'knowledge', 'root', 'mula', 'pariñña', 'casual', 'state', 'agantuka', 'bhava', 'temporary', 'state', 'tavakalika', 'bhava', 'consideration', 'way', 'accurate', 'knowledge', 'root']"
1304,[]
1305,"['mental', 'state', 'lifecontinum']"
1306,"['adverting', 'seeing', 'receiving']"
1307,"['considering', 'determining', 'impulsion']"
1308,"['seventh', 'cognitions', 'course']"
1309,[]
1310,"['bhavangavajjanañceva', 'dassanam', 'sampaticchanam']"
1311,"['santiranam', 'votthapanam', 'javanam', 'bhavati', 'sattamam']"
1312,[]
1313,"['course', 'cognition', 'lifecontinum', 'goes', 'fulfilling', 'function', 'main', 'factor', 'rebirthprocess', 'tattha', 'bhavangam', 'upapatti', 'bhavassa', 'anga', 'kiccam', 'sadhayamanam', 'pavattati', 'turning', 'round', 'lifecontinum', 'barely', 'active', 'mind', 'process', 'fulfilling', 'function', 'adverting', 'attending', 'object', 'sensedoor', 'eye', 'goes', 'tam', 'avattetva', 'kiriya', 'mano', 'dhatu', 'avajjana', 'kiccam', 'sadhayamana', 'cessation', 'fulfilling', 'function', 'seeing', 'eyeconsciousness', 'goes', 'tannirodha', 'cakkhu', 'viññanam', 'dassana', 'kiccam', 'sadhayamana', 'cessation', 'resultant', 'mind', 'process', 'fulfilling', 'function', 'receiving', 'goes', 'tannirodha', 'vipaka', 'mano', 'dhatu', 'sampaticchanna', 'kiccam', 'sadhayamana', 'cessation', 'resultant', 'mind', 'consciousness', 'process', 'fulfilling', 'function', 'considering', 'goes', 'tannirodha', 'vipaka', 'mano', 'viññana', 'dhatu', 'santirana', 'kiccam', 'sadhyamana', 'cessation', 'barely', 'active', 'mind', 'consciousness', 'process', 'fulfilling', 'function', 'determining', 'goes', 'tannirodha', 'kiriya', 'mano', 'viññana', 'dhatu', 'votthapana', 'kiccam', 'sadhayamana', 'cessation', 'impulsion', 'impels', 'seven', 'times', 'tannirodha', 'sattakkhattum', 'javanam', 'javati']"
1314,[]
1315,"['mental', 'states', 'lifecontinum', 'forth', 'mental', 'state', 'impulsion', 'looking', 'straight', 'looking', 'away', 'way', 'lust', 'hatred', 'ignorance', 'sees', 'direction', 'stained', 'vision', 'mental', 'state', 'second', 'impulsion', 'fourth', 'fifth', 'sixth', 'seventh', 'impulsion', 'like', 'soldiers', 'battlefield', 'mental', 'states', 'breakingup', 'gradually', 'fallen', 'atop', 'takes', 'place', 'looking', 'straight', 'looking', 'away', 'way', 'lust', 'hate', 'ignorance', 'accompanied', 'discriminatory', 'thought', 'woman', 'man', 'way', 'fallen', 'distinguished', 'battle', 'frenzy', 'fighting', 'room', 'recognition', 'individuals', 'engaged', 'fray']"
1316,[]
1317,"['instance', 'clear', 'comprehension', 'nondelusion', 'understood', 'way', 'accurate', 'knowledge', 'root']"
1318,[]
1319,"['passage', 'beginning', 'words', 'said', 'certainly', 'self', 'soul', 'stated', 'explain', 'looking', 'straight', 'looking', 'away', 'sure', 'just', 'variety', 'occurrence', 'bare', 'phenomena', 'clear', 'comprehension', 'nondelusion', 'knowing', 'fact', 'really', 'yasma', 'pana', 'alokitadi', 'nama', 'dhamma', 'mattasseva', 'pavatti', 'viseso', 'tasma', 'tassa', 'yathavato', 'jananam', 'asammoha', 'sampajaññanti', 'dassetum', 'abhantareti', 'adi', 'vuttam']"
1320,[]
1321,"['accurate', 'knowledge', 'root', 'mula', 'pariñña', 'comprehension', 'fundamental', 'reason', 'impulsion', 'minddoor', 'mano', 'dvarika', 'javanassa', 'mula', 'karana', 'parijananam']"
1322,[]
1323,"['casual', 'state', 'agantuka', 'bhava', 'state', 'coming', 'stranger', 'abbhagata', 'bhava', 'temporary', 'state', 'tavakalika', 'bhava', 'state', 'proceeding', 'certain', 'moment', 'tam', 'khana', 'matta', 'pavattakassa', 'bhava']"
1324,[]
1325,"['fulfilling', 'function', 'main', 'factor', 'rebirthprocess', 'means', 'accomplishing', 'principal', 'work', 'link', 'stated', 'having', 'substance', 'lifecontinum', 'principal', 'factor', 'principal', 'basis', 'similarity', 'relinking', 'mind', 'called', 'principal', 'factor', 'basis', 'called', 'owing', 'fulfilling', 'function', 'ground', 'reason', 'way', 'causal', 'condition', 'unbroken', 'procedure', 'patthana', 'bhutam', 'anga', 'kiccam', 'nipphadentam', 'asariram', 'hutvati', 'vuttam', 'hoti', 'bhavangam', 'patisandhi', 'sadisatta', 'patthanam', 'angam', 'patthanañca', 'sariranti', 'vuccati', 'avicchedappavatti', 'hetu', 'bhavena', 'karana', 'kiccam', 'sadhayamananti', 'attho']"
1326,[]
1327,"['expression', 'turning', 'round', 'stated', 'way', 'general', 'reference', 'lifecontinum', 'threefold', 'regards', 'procedure', 'past', 'thoughtunit', 'lifecontinum', 'movement', 'lifecontinum', 'stoppage', 'lifecontinum', 'place', 'turning', 'round', 'refers', 'just', 'stoppage', 'lifecontinum', 'tam', 'avattetvati', 'bhavanga', 'samañña', 'vasena', 'vuttam', 'pavattakara', 'visesa', 'vasena', 'pana', 'atitadina', 'tibbidham', 'tattha', 'bhavangupacchedasseva', 'avattanam']"
1328,[]
1329,"['cessation', 'tannirodha', 'owing', 'dissolution', 'tassa', 'nirujjhanato', 'expressions', 'reason', 'way', 'proximitycondition', 'anantara', 'paccaya', 'vasena', 'hetu', 'vacanam']"
1330,[]
1331,"['impulsion', 'forth', 'ending', 'seventh', 'impulsion', 'passage', 'stated', 'concerning', 'absence', 'definite', 'way', 'lust', 'hate', 'ignorance', 'thought', 'woman', 'man', 'course', 'cognition', 'doors', 'sense', 'matter', 'owing', 'existence', 'mental', 'states', 'way', 'adverting', 'rest', 'determining', 'radical', 'reflection', 'account', 'reflecting', 'unwisely', 'prior', 'advertingdetermining', 'impulsion', 'bare', 'semblance', 'greed', 'arises', 'regard', 'liked', 'object', 'female', 'form', 'impulsion', 'bare', 'semblance', 'hate', 'arises', 'regard', 'object', 'liked', 'occurrence', 'lust', 'hate', 'ignorance', 'extreme', 'way', 'strong', 'moral', 'consequences', 'course', 'sensedoor', 'cognition', 'course', 'minddoor', 'cognition', 'lust', 'hate', 'ignorance', 'occur', 'absolutely', 'strong', 'moral', 'consequences', 'impulsion', 'course', 'sensedoor', 'cognition', 'root', 'lust', 'hate', 'ignorance', 'minddoor', 'course', 'cognition', 'beginning', 'mental', 'state', 'lifecontinum', 'taken', 'root', 'minddoor', 'impulsion', 'accurate', 'knowledge', 'root', 'stated', 'way', 'rootreason', 'minddoor', 'impulsion', 'casual', 'state', 'temporary', 'state', 'stated', 'account', 'newness', 'just', 'impulsion', 'course', 'cognition', 'doors', 'sense', 'account', 'brevity', 'impulsion', 'pathama', 'javanepi', 'sattama', 'javanepiti', 'idam', 'pañca', 'dvarika', 'vithiyam', 'ayam', 'itthi', 'ayam', 'purisoti', 'rajjana', 'dussana', 'muyhananam', 'abhavam', 'sandhaya', 'vuttam', 'tattha', 'avajjana', 'vatthabbananam', 'puretaram', 'pavatta', 'yoniso', 'manasikara', 'vasena', 'ayoniso', 'avajjana', 'votthabbanakarena', 'pavattanto', 'itthe', 'itthi', 'rupadimhi', 'lobha', 'sahagata', 'mattam', 'javanam', 'uppajati', 'anitthe', 'dosa', 'sahagata', 'mattam', 'pana', 'ekanta', 'rajjana', 'dussanadi', 'hoti', 'tassa', 'pana', 'mano', 'dvarikassa', 'rajjana', 'dussanadino', 'pañca', 'dvarika', 'javanam', 'mulam', 'yatha', 'vuttam', 'sabbampi', 'bhavangadi', 'evam', 'mano', 'dvarikassa', 'javanassa', 'mula', 'karana', 'vasena', 'mulapariñña', 'vutta', 'agantuka', 'tavakalikata', 'pana', 'pañca', 'dvarika', 'javanasseva', 'apubba', 'bhava', 'vasena', 'ittarata', 'vasena']"
1332,[]
1333,"['breaking', 'gradually', 'fallen', 'atop', 'account', 'turning', 'round', 'changing', 'moving', 'early', 'later', 'form', 'arising', 'mental', 'state', 'lifecontinum', 'hettha', 'upari', 'parivattamana', 'vasena', 'aparaparam', 'bhavanguppatti', 'vasena']"
1334,[]
1335,"['likewise', 'indicated', 'falling', 'breaking', 'mental', 'states', 'account', 'arising', 'mental', 'state', 'lifecontinum', 'tatha', 'bhavanguppada', 'vasena', 'tesam', 'bhijjitva', 'patanam']"
1336,[]
1337,"['commentator', 'shows', 'way', 'gradual', 'arising', 'earlier', 'later', 'mental', 'state', 'lifecontinum', 'arising', 'impulsion', 'minddoor', 'course', 'cognition', 'different', 'impulsion', 'course', 'cognition', 'doors', 'sense', 'imina', 'pana', 'hetthimassa', 'uparimassa', 'bhavangassa', 'aparaparuppatti', 'vasena', 'pañca', 'dvarika', 'javanato', 'visadisassa', 'mano', 'dvarika', 'javanassa', 'uppadam', 'dasseti']"
1338,[]
1339,"['proceeding', 'lust', 'like', 'just', 'way', 'minddoor', 'impulsion', 'commentator', 'said', 'takes', 'place', 'looking', 'straight', 'looking', 'away', 'way', 'lust', 'hatred', 'ignorance']"
1340,[]
1341,"['object', 'falling', 'reach', 'consciousness', 'eyedoor', 'impulsion', 'arises', 'right', 'end', 'movement', 'lifecontinum', 'onwards', 'states', 'adverting', 'seeing', 'receiving', 'considering', 'determining', 'having', 'arisen', 'ceased']"
1342,[]
1343,"['impulsion', 'like', 'visitor', 'eyedoor', 'comparable', 'house', 'belonging', 'states', 'adverting', 'rest', 'mentioned', 'born', 'arising', 'impulsion']"
1344,[]
1345,"['fit', 'visitor', 'arrived', 'strange', 'house', 'purpose', 'getting', 'assistance', 'owners', 'house', 'kind', 'ordering', 'owners', 'silent', 'unfit', 'impulsion', 'involved', 'lust', 'hate', 'ignorance', 'eyedoor', 'house', 'adverting', 'states', 'mind', 'states', 'mind', 'lusting', 'hating', 'bound', 'ignorance', 'clear', 'comprehension', 'nondelusion', 'known', 'way', 'casual', 'state']"
1346,[]
1347,"['eyedoor', 'mental', 'states', 'close', 'state', 'determining', 'arise', 'break', 'associated', 'phenomena', 'just', 'places', 'arise', 'mental', 'states', 'close', 'determining', 'brief', 'temporary', 'house', 'dead', 'die', 'just', 'instant', 'proper', 'die', 'given', 'delight', 'dancing', 'singing', 'like', 'sensedoor', 'states', 'adverting', 'rest', 'associated', 'phenomena', 'died', 'just', 'arose', 'fit', 'remaining', 'impulsion', 'die', 'shortly', 'delight', 'way', 'lust', 'like', 'clear', 'comprehension', 'nondelusion', 'understood', 'way', 'temporary', 'state']"
1348,[]
1349,"['like', 'visitor', 'like', 'come', 'specially', 'stranger', 'agantuka', 'puriso', 'viya']"
1350,[]
1351,"['visitors', 'kinds', 'way', 'guest', 'person', 'comes', 'goes', 'person', 'stay', 'permanently', 'place', 'way', 'comes', 'specially', 'place', 'stranger', 'connection', 'acquaintance', 'known', 'guest', 'acquaintance', 'unknown', 'stranger', 'according', 'context', 'stranger', 'meant']"
1352,[]
1353,"['mental', 'states', 'just', 'duration', 'limited', 'process', 'riseandfall', 'mental', 'phenomena', 'states', 'mind', 'called', 'temporary']"
1354,[]
1355,"['clear', 'comprehension', 'nondelusion', 'understood', 'way', 'reflection', 'aggregates', 'bases', 'processes', 'conditions']"
1356,[]
1357,"['sure', 'eye', 'visible', 'object', 'materialityaggregate', 'seeing', 'consciousnessaggregate', 'feeling', 'associated', 'seeing', 'feelingaggregate', 'perceiving', 'perceptionaggregate', 'beginning', 'senseimpression', 'formationaggregate', 'lookingstraightonandlookingawayfromthefront', 'seen', 'combination', 'aggregates', 'singly', 'looks', 'straight', 'looks', 'away']"
1358,[]
1359,"['seeing', 'eyeconsciousness', 'cakkhuviññanam', 'reason', 'knowing', 'acts', 'looking', 'straight', 'looking', 'away', 'way', 'eyeconsciousness', 'adverting', 'rest', 'left', 'bare', 'seeing', 'eyeconsciousness', 'tassa', 'vaseneva', 'alokana', 'vilokana', 'paññayananto', 'avajjanadinam', 'agahanam']"
